Site,Proposed Absolute Age,Dating Method,Paleontology,Archaeology,Hominin Fossils,Lat,Long,Ref.
Xihoudu,2.43 Ma,Isochron 26AL/10Be,"*Stegodon sp., Equus sanmeniensis, Hipparion sinense, Coelodonta antiquitatis shansius, Elaphurus chinnaniensis, Axis shansius*",,None reported,34.693,110.27,3-Jan
